place_name,food,address,gu,lat,lng
압쿠아맨,한식,서울특별시 강남구 언주로172길 66,강남구,37.5266257084036,127.039181940917
술탕,찜탕,서울특별시 강남구 강남대로122길 21,강남구,37.5083690785856,127.024700286153
최지호 닭매운탕,찜탕,서울특별시 송파구 삼전로12길 7,송파구,37.5065050159512,127.091039605159
테이스트앤드테이스트 잠실푸르지오월드마크점,아시안/양식,서울특별시 송파구 올림픽로35가길 9,송파구,37.5174846188512,127.103444795508
골목식당,한식,서울특별시 송파구 풍성로25길 37-1 (풍납동),송파구,37.5368047501734,127.121294436801
잭커리 버거 클럽,패스트푸드,서울특별시 송파구 백제고분로45길 21-9,송파구,37.5096143558743,127.108952168206
강동한우마을,한식,서울특별시 강동구 천호대로 1469-1,강동구,37.5467125369278,127.171296793024
프레드피자 강동점,피자,서울특별시 강동구 진황도로31길 6,강동구,37.5378746064915,127.13356036926
피플스(PEOPLES),한식,서울특별시 강동구 동남로67길 21,강동구,37.548672286528,127.154658509041
우락뽈락,돈까스/일식,서울특별시 강남구 삼성로148길 10,강남구,37.523710792146,127.048619033608
앱앤플로우,아시안/양식,서울특별시 강남구 압구정로46길 30,강남구,37.5267509429052,127.03608665687
더레어뮤지엄,아시안/양식,서울특별시 강남구 테헤란로30길 31,강남구,37.4992520141773,127.040043503757
싸다김밥 강남역삼점,도시락,서울특별시 강남구 논현로 339,강남구,37.495441606041,127.039122332684
얼씌(earthy),아시안/양식,서울특별시 송파구 송파대로48길 3,송파구,37.5084885750316,127.104945011362
와인 이야기,아시안/양식,서울특별시 송파구 올림픽로32길 37-4,송파구,37.5132413002027,127.110554320885
개나리아구찜2,찜탕,서울특별시 송파구 오금로15길 7-8,송파구,37.5126667621757,127.109066094335
옹가네한상차림,한식,서울특별시 강동구 양재대로 1657-8,강동구,37.5537535013838,127.143642674623
피스트(Feast),아시안/양식,서울특별시 강동구 양재대로81길 68,강동구,37.52413808054,127.130704673714
까띠보(cattivo),아시안/양식,서울특별시 강동구 강동대로51길 36,강동구,37.5251077512047,127.130367209376
잇쇼타코야끼 강남점,돈까스/일식,서울특별시 강남구 봉은사로37길 11,강남구,37.5090307599222,127.036575100226
고래맥주창고 암사점,야식,서울특별시 강동구 올림픽로98길 11,강동구,37.5514067911843,127.128778982386
잭슨피자 강동구청점,피자,서울특별시 강동구 성내로 20,강동구,37.5297090648267,127.122637956415
신家네 김밥,도시락,서울특별시 강남구 테헤란로 322,강남구,37.5032355765545,127.046582379785
김치킹,한식,서울특별시 강남구 삼성로 571,강남구,37.5123480626965,127.053210303682
간지 떡볶이돈까스,분식,서울특별시 강남구 테헤란로 123,강남구,37.4995539438207,127.031393491745
청기와타운 신사역점,한식,서울특별시 강남구 강남대로 598,강남구,37.5151950134955,127.020363312256
버거스탠 BURGER STAN,패스트푸드,서울특별시 강남구 삼성로 571,강남구,37.5123480626965,127.053210303682
담다,한식,서울특별시 강남구 역삼로 129,강남구,37.494342298996,127.033832843876
카페아모제,카페/디저트,서울특별시 송파구 올림픽로 240,송파구,37.5113096112036,127.098141751177
북해도,돈까스/일식,서울특별시 송파구 법원로 128,송파구,37.4868456339581,127.120489970866
야심작,한식,서울특별시 송파구 오금로18길 4,송파구,37.5104765188185,127.110704971144
우대포,한식,서울특별시 송파구 위례광장로 120,송파구,37.4750100992712,127.141592563317
혼밥에 빠진날,한식,서울특별시 송파구 송이로17길 43,송파구,37.5010700428641,127.124364935647
떡볶이 참 잘하는집(송파가락점),분식,서울특별시 송파구 송이로20길 12-7,송파구,37.4960790640201,127.119779824539
사골육수로 만든 짬뽕,중식,서울특별시 송파구 오금로46길 20,송파구,37.4957720180583,127.134972963035
에피큐어(EPICURE),한식,서울특별시 강남구 선릉로 805,강남구,37.5241263043193,127.038982210697
장칼장 강남역삼점,한식,서울특별시 강남구 논현로 339,강남구,37.495441606041,127.039122332684
퀸즈블러바드,아시안/양식,서울특별시 강남구 논현로34길 26,강남구,37.4845878204694,127.044171417942
사랑방,한식,서울특별시 강남구 개포로25길 11,강남구,37.4796168206221,127.04798162878
비코에쿠엔세(VICO EQUENSE),아시안/양식,서울특별시 강남구 남부순환로381길 52,강남구,37.4871606029302,127.044773674985
스파게티 스토리,아시안/양식,서울특별시 강남구 테헤란로 322,강남구,37.5032355765545,127.046582379785
탐비노 스테이크 하우스,아시안/양식,서울특별시 강남구 도산대로89길 3,강남구,37.5250568600276,127.050197355933
테라페이아 샵앤플랫,한식,서울특별시 강남구 선릉로 225,강남구,37.4953648706654,127.052720025644
투뿔나인,한식,서울특별시 강남구 봉은사로30길 75,강남구,37.5027474950576,127.03720072319
션즈피자(SHAWN'S PIZZA),피자,서울특별시 강남구 압구정로10길 30-8,강남구,37.5219986941728,127.021740621505
춘리마라탕 명일점,찜탕,서울특별시 강동구 고덕로 266,강동구,37.5546936843646,127.15511458665
"김종구식맛치킨,옛날통닭 상일동점",치킨,서울특별시 강동구 고덕로80길 99,강동구,37.5507926724653,127.166404789399
보통의 숲,아시안/양식,서울특별시 송파구 석촌호수로 68,송파구,37.510221595369,127.085706241251
노포식당,한식,서울특별시 송파구 위례광장로 230,송파구,37.4786171055932,127.143758763103
곱도리탕전문점,찜탕,서울특별시 송파구 송파대로28길 27,송파구,37.4948868947464,127.120093192726
성덕,중식,서울특별시 강남구 도산대로85길 18,강남구,37.5255911166953,127.049216326513
카페아모제,카페/디저트,서울특별시 강남구 압구정로 165,강남구,37.5273661232786,127.027468526838
호주에서 온 스시,돈까스/일식,서울특별시 송파구 송파대로 201,송파구,37.4877387829749,127.120685887596
덴스커피,카페/디저트,서울특별시 송파구 풍성로 69,송파구,37.5335449148162,127.120164883148
원조부안집 마천점,한식,서울특별시 송파구 마천로51길 1,송파구,37.4956724086567,127.150310457726
꼼떼바베큐,아시안/양식,서울특별시 송파구 양재대로 1222,송파구,37.5157276361757,127.131063164753
데일리샷,아시안/양식,서울특별시 강남구 언주로93길 27,강남구,37.5031906175739,127.039936018671
경성술집 세곡점,한식,서울특별시 강남구 헌릉로569길 13,강남구,37.4668160016853,127.100039368895
모락관,한식,서울특별시 강남구 선릉로157길 24,강남구,37.5263735381523,127.038017367949
진담수산,돈까스/일식,서울특별시 강동구 천중로35가길 57,강동구,37.5416651507348,127.140513785201
산더미,한식,서울특별시 강남구 논현로16길 14-6,강남구,37.4761197824708,127.04785899086
요이치,돈까스/일식,서울특별시 강남구 도산대로53길 19,강남구,37.5244229336897,127.038372726491
몬스터 삼겹살,한식,서울특별시 송파구 올림픽로 289,송파구,37.5146152773177,127.102522142353
연병장,한식,서울특별시 송파구 올림픽로32길 45,송파구,37.5128541829574,127.111179355525
제이키친,한식,서울특별시 강남구 봉은사로30길 73,강남구,37.5029464602701,127.037127084581
심풀,분식,서울특별시 강남구 학동로33길 40,강남구,37.5174016184285,127.032281121601
청담정국,한식,서울특별시 강남구 학동로101길 26,강남구,37.5224447996482,127.057620352182
아이앤유2,한식,서울특별시 강남구 언주로85길 32,강남구,37.5009283641885,127.040751330892
카페 아모제,카페/디저트,서울특별시 강남구 테헤란로 517,강남구,37.5086151302204,127.059765116537
천호푸드,한식,서울특별시 강동구 상암로 132,강동구,37.5460856897478,127.137013244199
쿤나이(KUNNAY),아시안/양식,서울특별시 강동구 천호대로182길 23,강동구,37.5326164754127,127.140761778332
플레이스.누아르(PLACE.NOIR),치킨,서울특별시 강동구 천중로 222,강동구,37.5405592147685,127.144952877103
짬뽕상회 송파점,중식,서울특별시 송파구 오금로13길 9,송파구,37.5134353867011,127.108698700974
비비큐(BBQ) 빌리지 송리단길점,치킨,서울특별시 송파구 석촌호수로 284,송파구,37.5107286288439,127.106979413783
마라대국 마라탕,찜탕,서울특별시 강남구 역삼로 204,강남구,37.4958371408629,127.039951326789
카페 더스크,카페/디저트,서울특별시 강남구 논현로167길 19,강남구,37.5244927825397,127.026481801436
커피 사이드,카페/디저트,서울특별시 강남구 남부순환로 2749,강남구,37.4872779439265,127.046789564666
고피자 잠실새내점,피자,서울특별시 송파구 올림픽로 124,송파구,37.5113937262815,127.084435017141
카페책거래소,카페/디저트,서울특별시 강동구 올림픽로 757,강동구,37.5488872358121,127.126785348744
용마산한우곱창강남,한식,서울특별시 강남구 봉은사로30길 73,강남구,37.5029464602701,127.037127084581
뭉꾸,한식,서울특별시 강남구 역삼로64길 7,강남구,37.5006206704518,127.053011762289
XYZ 포차,야식,서울특별시 강남구 선릉로155길 23-4,강남구,37.5254672305505,127.037420496962
달빛초밥,돈까스/일식,서울특별시 강동구 올림픽로78길 30,강동구,37.5419661223348,127.125945801199
마라탕 전문점 샹츠마라 송파 직영점,찜탕,서울특별시 송파구 송파대로 366-3,송파구,37.5010077100367,127.11162953283
금메달아구찜,찜탕,서울특별시 송파구 법원로4길 5,송파구,37.482913928496,127.121873324034
포포,아시안/양식,서울특별시 송파구 오금로31가길 7,송파구,37.5065708053492,127.122258082439
천호주먹구이,한식,서울특별시 강동구 구천면로 238,강동구,37.5416772129928,127.130879328565
김복남맥주 둔촌점,야식,서울특별시 강동구 양재대로85길 15,강동구,37.5243272283425,127.133897426583
노슈가존,도시락,서울특별시 강남구 논현로 841,강남구,37.5239684663137,127.027758806248
루젤라,돈까스/일식,서울특별시 강남구 언주로 641,강남구,37.5139309369117,127.034870651956
스파게티스토리,아시안/양식,서울특별시 강남구 봉은사로 445,강남구,37.5118635809193,127.048420761681
어서오시게 강남논현점,회,서울특별시 강남구 학동로20길 45,강남구,37.5105280593784,127.027579984975
육수당(강남논현점),한식,서울특별시 강남구 봉은사로 307,강남구,37.5095523282885,127.040512053385
파머스키친 강남점,아시안/양식,서울특별시 강남구 봉은사로 315,강남구,37.5098501509433,127.041433902694
포비엣,아시안/양식,서울특별시 강남구 도곡로13길 19,강남구,37.4926412119382,127.03562324031
치즈풀 피자 강남점,피자,서울특별시 강남구 봉은사로30길 73,강남구,37.5029464602701,127.037127084581
휴135다온반상,한식,서울특별시 강남구 압구정로 165,강남구,37.5273661232786,127.027468526838
AN 식당,중식,서울특별시 강남구 언주로85길 32,강남구,37.5009283641885,127.040751330892
무(MUU),한식,서울특별시 강남구 강남대로122길 55,강남구,37.5092847609655,127.027200856595
덮배,한식,서울특별시 강남구 봉은사로 415,강남구,37.5110865008303,127.045613752174
이찌방,한식,서울특별시 송파구 오금로29길 4-1,송파구,37.5070091848306,127.12116919073
춘리마라탕 문정점,찜탕,서울특별시 송파구 송파대로 201,송파구,37.4877387829749,127.120685887596
우곱집 잠실본점,한식,서울특별시 송파구 백제고분로7길 16-20,송파구,37.5096553030708,127.080734326832
본디,한식,서울특별시 송파구 백제고분로41길 18,송파구,37.5076671270066,127.107749674369
호이지아,중식,서울특별시 송파구 백제고분로45길 23,송파구,37.5100146026602,127.108831954167
애니버셔리 스튜디오,한식,서울특별시 송파구 위례광장로 270,송파구,37.4771063341487,127.143651745415
문,아시안/양식,서울특별시 강동구 올림픽로54길 9,강동구,37.533820406206,127.122478824236
흥도식당,돈까스/일식,서울특별시 강동구 진황도로 123,강동구,37.5347782004407,127.139965700863
피자연합,피자,서울특별시 강동구 상암로27길 29,강동구,37.5474104146349,127.137798630651
하치타치(hostytosty),아시안/양식,서울특별시 강남구 일원로3길 79,강남구,37.4932374890678,127.085789845348
홍콩반점0410 일원점,중식,서울특별시 강남구 일원로9길 14,강남구,37.489531381827,127.082750366544
에스,한식,서울특별시 강남구 논현로94길 28,강남구,37.5027639048107,127.038569731582
비놀로지,아시안/양식,서울특별시 강남구 선릉로148길 14,강남구,37.5224895714539,127.040766561869
팔당 충무김밥 국수,도시락,서울특별시 강남구 언주로146길 18,강남구,37.5202259846506,127.037495479745
듀얼라운지 학동점,아시안/양식,서울특별시 강남구 언주로125길 7,강남구,37.5129030526642,127.034628459623
더 코너 샵,아시안/양식,서울특별시 강남구 논현로146길 16,강남구,37.5182064438912,127.030397616329
미미포차,야식,서울특별시 강동구 양재대로 1339,강동구,37.5259522700897,127.135009671072
브라운베이글 신사점,한식,서울특별시 강남구 도산대로17길 11,강남구,37.5194086465935,127.02462010356
제일샴페인,아시안/양식,서울특별시 강남구 압구정로10길 30-8,강남구,37.5219986941728,127.021740621505
디핀고(Dipingo),아시안/양식,서울특별시 강남구 언주로150길 51,강남구,37.5221662900104,127.038350529847
키친스탠다드 강남점14호,한식,서울특별시 강남구 언주로107길 23,강남구,37.5073631065276,127.037386010462
키친스탠다드 강남점13호,한식,서울특별시 강남구 언주로107길 23,강남구,37.5073631065276,127.037386010462
키친스탠다드 강남점12호,한식,서울특별시 강남구 언주로107길 23,강남구,37.5073631065276,127.037386010462
키친스탠다드 강남점11호,한식,서울특별시 강남구 언주로107길 23,강남구,37.5073631065276,127.037386010462
잠실포차,야식,서울특별시 송파구 오금로13길 16,송파구,37.5134559611116,127.109445142833
MASIL,아시안/양식,서울특별시 송파구 법원로11길 7,송파구,37.4853545765742,127.119226534642
해선수,돈까스/일식,서울특별시 송파구 양재대로71길 20-29,송파구,37.5120635783102,127.12537037866
마타2,돈까스/일식,서울특별시 송파구 백제고분로45길 25,송파구,37.5101147039049,127.108636541259
밥풀릭스 천호점,한식,서울특별시 강동구 천중로32길 39,강동구,37.5420924550226,127.134196005739
동원족발,족발/보쌈,서울특별시 강동구 양재대로91길 24,강동구,37.5281625288302,127.134683195838
부엉이 산장,돈까스/일식,서울특별시 강남구 도산대로11길 31-4,강남구,37.5195287314206,127.021975192563
강남철판요리 투,돈까스/일식,서울특별시 강남구 압구정로28길 9-2,강남구,37.5258118510498,127.028038011809
빵국이네 찜갈비,카페/디저트,서울특별시 강남구 강남대로146길 28,강남구,37.5150254952533,127.023030453954
바른식당 개포점,아시안/양식,서울특별시 강남구 개포로25길 8,강남구,37.4794602493928,127.048364345257
치쵸네(Ciccione),돈까스/일식,서울특별시 강남구 논현로163길 9-4,강남구,37.5238564171117,127.027219155535
카페 가지요,카페/디저트,서울특별시 송파구 백제고분로48길 38,송파구,37.5103309711889,127.117004712908
무한미니훠궈,중식,서울특별시 강남구 테헤란로1길 28-5,강남구,37.5004282822651,127.027787974748
대관령한우마을,한식,서울특별시 강남구 압구정로 152,강남구,37.5255648913174,127.026048899405
알엑스디 커피 Rx'd coffee,카페/디저트,서울특별시 송파구 송파대로 453,송파구,37.5067695000894,127.105303053837
피자나라 치킨공주,피자,서울특별시 송파구 동남로20길 34,송파구,37.4947805557776,127.135283736474
상록수 압구정,한식,서울특별시 강남구 언주로164길 35-4,강남구,37.5255672329458,127.036586000191
찌개탕탕,찜탕,서울특별시 강동구 구천면로 284,강동구,37.5451892386483,127.13335592867
도로시파스타연정 강동점,아시안/양식,서울특별시 강동구 양재대로 1609,강동구,37.549274062835,127.143452676267
남자피자 강동점,피자,서울특별시 강동구 고덕로 399,강동구,37.5574405229047,127.16967893433
혜성키친,한식,서울특별시 강남구 언주로85길 32,강남구,37.5009283641885,127.040751330892
육오칠,한식,서울특별시 강남구 선릉로155길 26,강남구,37.5257683834006,127.037584796844
프리미엄 직화삼겹 최돼지 역삼직영점,한식,서울특별시 강남구 역삼로 204,강남구,37.4958371408629,127.039951326789
퍼플,아시안/양식,서울특별시 강남구 압구정로50길 18,강남구,37.5272242657674,127.03773157901
방가전,한식,서울특별시 송파구 백제고분로22길 27,송파구,37.5014075163695,127.088513619323
덮밥장사장 상일동역점,돈까스/일식,서울특별시 강동구 고덕로 399,강동구,37.5574405229047,127.16967893433
취향마라마라탕 명일점,찜탕,서울특별시 강동구 구천면로 431-2,강동구,37.5503493841647,127.146695232853
달구지,한식,서울특별시 강동구 천중로 212,강동구,37.540654184422,127.143696067584
파스타 좋은날,아시안/양식,서울특별시 강남구 학동로53길 3-12,강남구,37.5171311432455,127.039388615194
부부 샐러드ㆍ샌드위치,아시안/양식,서울특별시 강남구 역삼로 204,강남구,37.4958371408629,127.039951326789
아지매밥상,한식,서울특별시 강남구 봉은사로51길 3-3,강남구,37.5103163220564,127.04247291831
해피데이,아시안/양식,서울특별시 송파구 충민로 66,송파구,37.4776148442516,127.124961768886
헬로크랩 송파점,아시안/양식,서울특별시 송파구 송파대로 459,송파구,37.5071784313951,127.104937069852
대박삼겹김치찜&초대박등갈비김치찜,한식,서울특별시 송파구 석촌호수로 140,송파구,37.5070165510727,127.092502611525
내고향,아시안/양식,서울특별시 송파구 올림픽로35길 124,송파구,37.5173453447287,127.100709917003
YEONZ카페,카페/디저트,서울특별시 송파구 중대로16길 8,송파구,37.496159622418,127.125584768888
금금,한식,서울특별시 송파구 백제고분로41길 38,송파구,37.5089903710277,127.106225588918
원이네포차,야식,서울특별시 송파구 중대로9길 21,송파구,37.4950021164526,127.118952266556
시온분식,분식,서울특별시 송파구 마천로 70-6,송파구,37.5074378780498,127.128007730046
우동명가 기리야마 본진,돈까스/일식,서울특별시 송파구 올림픽로 240,송파구,37.5113096112036,127.098141751177
한식밥상 강동점,한식,서울특별시 강동구 양재대로124길 32,강동구,37.5426089532686,127.143653765609
미운사내랭삼겹,한식,서울특별시 강동구 올림픽로70길 35,강동구,37.539353154823,127.125672677307
나인오어,아시안/양식,서울특별시 강남구 테헤란로104길 19,강남구,37.5079233067608,127.065436042484
블루그라운드,아시안/양식,서울특별시 강남구 강남대로118길 35-4,강남구,37.5073559623137,127.02608045966
기점마라탕,찜탕,서울특별시 강남구 테헤란로 322,강남구,37.5032355765545,127.046582379785
찬란한아구 상일동역점,한식,서울특별시 강동구 고덕로 399,강동구,37.5574405229047,127.16967893433
저스트라이키친LAB,한식,서울특별시 강남구 학동로43길 38,강남구,37.518458048048,127.038022514319
달래해장 역삼GS점,한식,서울특별시 강남구 봉은사로30길 71,강남구,37.5030706243328,127.037109616456
수유리우동 문정역점,돈까스/일식,서울특별시 송파구 송파대로 167,송파구,37.4846614982049,127.120933640924
소소한엄마밥상,한식,서울특별시 송파구 석촌호수로12길 48,송파구,37.5084723579412,127.081283635143
(주)제시앤코(까사알렉시스 도산점),아시안/양식,서울특별시 강남구 도산대로 214,강남구,37.5199217229555,127.030244469391
프레퍼스다이어트푸드 길동점,아시안/양식,서울특별시 강동구 양재대로 1466,강동구,37.5367597031589,127.139869723538
매화쓰키친,한식,서울특별시 강동구 구천면로 434,강동구,37.5498803760623,127.14658137515
청담김밥,도시락,서울특별시 송파구 위례광장로 188,송파구,37.481085538274,127.142394775398
마라도리마라탕 송파점,찜탕,서울특별시 송파구 백제고분로7길 3-10,송파구,37.5108222489621,127.079323003895
삼형제김밥 명일점,도시락,서울특별시 강동구 양재대로128길 9,강동구,37.5450224411927,127.143371429223
명성중화요리,중식,서울특별시 강동구 올림픽로98가길 48,강동구,37.5510238810639,127.132271210484
몬스터 홀덤펍,한식,서울특별시 강남구 강남대로152길 17,강남구,37.5174979917958,127.020805316747
아뜨뜨 강남구청점,한식,서울특별시 강남구 선릉로 660,강남구,37.5155511161052,127.042332457469
우살롱,한식,서울특별시 강남구 압구정로32길 24,강남구,37.5261798465899,127.029771400879
지직(Z-JIC),아시안/양식,서울특별시 강남구 삼성로85길 33,강남구,37.5042894547839,127.054833280473
국민통닭 강동점,치킨,서울특별시 강동구 올림픽로91길 30,강동구,37.5489339540171,127.125136976054
아담s꼬마김밥,도시락,서울특별시 송파구 올림픽로30길 9,송파구,37.5149510447827,127.108219041552
오마카세 반복,돈까스/일식,서울특별시 송파구 가락로 71,송파구,37.5002638386514,127.104132483155
숙성회136 송파점,돈까스/일식,서울특별시 송파구 가락로18길 5,송파구,37.5018868242476,127.111339741753
워너비대구,한식,서울특별시 강남구 테헤란로1길 28-5,강남구,37.5004282822651,127.027787974748
신의주 찹쌀순대(신논현점),한식,서울특별시 강남구 강남대로122길 15,강남구,37.5081261850788,127.024180729201
칙바이칙 학동역점,아시안/양식,서울특별시 강남구 학동로 213,강남구,37.5147622109452,127.032308375791
금토일샴페인빠,아시안/양식,서울특별시 강남구 도산대로53길 19,강남구,37.5244229336897,127.038372726491
로바타야 서울,돈까스/일식,서울특별시 강남구 선릉로157길 22,강남구,37.5263370842465,127.038182970834
AVO(아보),아시안/양식,서울특별시 송파구 위례성대로 38,송파구,37.5156925346572,127.116497173629
방이옥 역삼점,한식,서울특별시 강남구 논현로94길 22,강남구,37.5026212303336,127.038154265513
고반식당 상일동역점,한식,서울특별시 강동구 고덕로 399,강동구,37.5574405229047,127.16967893433
여기야,한식,서울특별시 송파구 동남로4길 7-1,송파구,37.4894166092261,127.124106349416
전주고을 해물순두부,한식,서울특별시 송파구 백제고분로 140,송파구,37.5057789879145,127.082060301509
브이모뜨,아시안/양식,서울특별시 강남구 삼성로82길 13,강남구,37.505279261374,127.058844218025
온코드(르원컴퍼니),아시안/양식,서울특별시 강남구 도산대로17길 37-1,강남구,37.5209457770174,127.023643806847
아메리칸용,아시안/양식,서울특별시 강남구 봉은사로29길 35,강남구,37.5095984751871,127.033566582089
뚝방길,한식,서울특별시 송파구 송파대로30길 21,송파구,37.4952881157506,127.119646367926
동네술집 사요,돈까스/일식,서울특별시 송파구 마천로 233,송파구,37.5001273884908,127.143757130436
월미당 송파도서관점,한식,서울특별시 송파구 동남로 274,송파구,37.5000967978953,127.136738273966
호식이두마리치킨 잠실1호점,치킨,서울특별시 송파구 올림픽로12길 22,송파구,37.509653945113,127.083082480715
클럽하우스(club house),치킨,서울특별시 강남구 선릉로 524,강남구,37.5066550675471,127.04838618187
우미돈 블랙,한식,서울특별시 강남구 테헤란로33길 3-12,강남구,37.501906618161,127.038507542095
오시오식당,한식,서울특별시 강남구 언주로 313,강남구,37.4956299175852,127.045648565273
주식회사 달래에프앤비 강남직영점,한식,서울특별시 강남구 강남대로94길 20,강남구,37.4994291268741,127.029035425832
덴키라멘(DENKI RAMEN),돈까스/일식,서울특별시 강남구 논현로30길 43,강남구,37.4848939855081,127.045118872169
르베지왕,한식,서울특별시 송파구 올림픽로 300,송파구,37.5137519612953,127.104446890835
로꼬타코 송파점,분식,서울특별시 송파구 백제고분로41길 11,송파구,37.5070596336207,127.107986537871
다복향 마라탕,찜탕,서울특별시 송파구 송파대로38길 15,송파구,37.5014905746616,127.112278380873
조방집 강남직영점,한식,서울특별시 강남구 학동로20길 22,강남구,37.5119230036612,127.028302464093
BHC 강남논현점,치킨,서울특별시 강남구 논현로119길 17,강남구,37.510029018735,127.031103466631
제육세끼,한식,서울특별시 강동구 올림픽로70길 50-14,강동구,37.5385688276717,127.126270478422
강동식당,한식,서울특별시 강동구 상암로 63-1,강동구,37.5489778765133,127.130506544564
라홍방마라탕 상일역점,찜탕,서울특별시 강동구 고덕로 399,강동구,37.5574405229047,127.16967893433
연주방,한식,서울특별시 송파구 백제고분로45길 22-17,송파구,37.5107428777493,127.109618531162
오렌지,분식,서울특별시 강남구 역삼로 162,강남구,37.4949057774946,127.036880882346
1977 소곱창,한식,서울특별시 강남구 테헤란로53길 15-3,강남구,37.505307973872,127.046595542655
디 청담,아시안/양식,서울특별시 강남구 압구정로79길 58,강남구,37.5253871907651,127.052017353008
일일소반 강남역점,한식,서울특별시 강남구 테헤란로 123,강남구,37.4995539438207,127.031393491745
양가네 강동점,한식,서울특별시 강동구 천중로35가길 57,강동구,37.5416651507348,127.140513785201
와이디푸드 강동점,한식,서울특별시 강동구 천중로35가길 57,강동구,37.5416651507348,127.140513785201
빽보이피자 굽은다리역점,피자,서울특별시 강동구 양재대로 1539,강동구,37.5431519297569,127.141761277035
카페시나몬,카페/디저트,서울특별시 송파구 석촌호수로 258,송파구,37.5091141003215,127.104890918872
피자엠소마&엠단테파스타 가락문정위례점,피자,서울특별시 송파구 새말로 171,송파구,37.4858153559786,127.131776363361
냠냠족발&보쌈 송파가락점,족발/보쌈,서울특별시 송파구 오금로36길 39-1,송파구,37.5002747997784,127.123521096452
장미 코다리,한식,서울특별시 송파구 올림픽로35길 104,송파구,37.519817176496,127.099302526074
윤재갑양심칼국수,한식,서울특별시 송파구 올림픽로 145,송파구,37.5119804600106,127.087041904838
bereum(베름),분식,서울특별시 강남구 삼성로 325,강남구,37.5007305724148,127.059488884161
도무다찌,한식,서울특별시 강남구 도산대로34길 21,강남구,37.5189788979901,127.031339978491
프랭크버거(도곡점),패스트푸드,서울특별시 강남구 남부순환로363길 16,강남구,37.4863790572761,127.038128591103
아츠클럽,아시안/양식,서울특별시 강남구 선릉로148길 52-4,강남구,37.5227671668665,127.043796512168
카페 드 래더,카페/디저트,서울특별시 강남구 헌릉로569길 21-40,강남구,37.4663990069661,127.099727730082
레스트 키친,한식,서울특별시 강남구 도산대로33길 20,강남구,37.5219378947263,127.029900032667
똔똔,돈까스/일식,서울특별시 강남구 봉은사로1길 32,강남구,37.5068294798978,127.024515199807
루센도 라운지,아시안/양식,서울특별시 강남구 선릉로161길 15,강남구,37.5272184688508,127.03920827101
패티드(patted),아시안/양식,서울특별시 강남구 강남대로122길 56,강남구,37.5091454388206,127.027317076349
스지옥,한식,서울특별시 강남구 논현로38길 46-3,강남구,37.4855747470468,127.045459163565
와인차차,한식,서울특별시 강남구 강남대로132길 4,강남구,37.5120492197803,127.021538552447
나주소머리곰탕,찜탕,서울특별시 강남구 밤고개로1길 10,강남구,37.4880244867416,127.101844450006
기대만족 강동점,한식,서울특별시 강동구 상암로 148,강동구,37.5455914324353,127.138915097629
상상피자,피자,서울특별시 강동구 천중로 176,강동구,37.5409202129829,127.139518918702
요시키,돈까스/일식,서울특별시 송파구 백제고분로27길 26,송파구,37.5053390670345,127.093637512273
스시이세이 잠실 롯데,돈까스/일식,서울특별시 송파구 올림픽로 300,송파구,37.5137519612953,127.104446890835
1月,아시안/양식,서울특별시 송파구 백제고분로7길 49,송파구,37.510948520197,127.084336791957
명동 충무김밥,도시락,서울특별시 강남구 선릉로16길 4-10,강남구,37.4833277995413,127.060374398364
고봉밥상,한식,서울특별시 강남구 테헤란로 147,강남구,37.5008485547307,127.035677012169
뿜,치킨,서울특별시 강동구 천호대로175길 55,강동구,37.5372555420321,127.137320343919
헤롱맥주,야식,서울특별시 강동구 천호대로175길 55,강동구,37.5372555420321,127.137320343919
밀떡분식,분식,서울특별시 송파구 문정로11길 13,송파구,37.4934997079235,127.134236908641
신사동 술집,한식,서울특별시 강남구 강남대로156길 27,강남구,37.5187571437059,127.021312095271
춘리(CHUN-LI),중식,서울특별시 강남구 언주로 604,강남구,37.5095303215604,127.038421201117
천호식당,한식,서울특별시 강동구 올림픽로71길 27,강동구,37.5401527593057,127.122096550451
노다지포차,야식,서울특별시 강동구 올림픽로80길 55,강동구,37.5427268312826,127.128210614575
마라공주,중식,서울특별시 송파구 백제고분로33길 13,송파구,37.5039789793473,127.09864447762
낭만스낵,분식,서울특별시 송파구 오금로18길 5,송파구,37.5101952096632,127.110817773732
토리아에즈 잠실점,돈까스/일식,서울특별시 송파구 백제고분로17길 55,송파구,37.5105268210903,127.085005901866
풍국면 송파위례점,한식,서울특별시 송파구 위례광장로 230,송파구,37.4786171055932,127.143758763103
얼짱,한식,서울특별시 강남구 강남대로122길 19,강남구,37.5083196396561,127.024574500251
호세야&소문난&더큰,한식,서울특별시 송파구 송이로24길 3,송파구,37.4934010273893,127.124034351673
엠테이블,아시안/양식,서울특별시 송파구 올림픽로 240,송파구,37.5113096112036,127.098141751177
감동식당 굽은다리역점,한식,서울특별시 강동구 상암로 211,강동구,37.5466468565575,127.14615974634
바로반점,중식,서울특별시 강남구 봉은사로33길 34,강남구,37.5102493851901,127.035034298844
구여사 푸드,한식,서울특별시 강남구 언주로 408,강남구,37.4994515501667,127.044669620197
옹달샘,아시안/양식,서울특별시 강남구 선릉로92길 6,강남구,37.5052013407747,127.049150121728
인생식당,분식,서울특별시 강남구 압구정로 216,강남구,37.5280853233349,127.031024642567
노을(noeul),돈까스/일식,서울특별시 강남구 언주로157길 19,강남구,37.5238694488525,127.031348698536
